query,pos_similar,neg_similar
"Câu nào sau đây đúng khi nói về dòng_điện xoay chiều ? 
 A. Có_thể dùng dòng_điện xoay chiều để mạ điện . 
 B. Điện_lượng chuyển qua tiết_diện của dây_dẫn trong một chu_kì của dòng_điện bằng 0 . 
 C. Điện_lượng chuyển qua tiết_diện của dây_dẫn trong một khoảng thời_gian bất_kì đều bằng 0 . 
 D. Công_suất_tỏa_nhiệt tức_thời trên một đoạn mạch có giá_trị cực_đại bằng công_suất_tỏa nhiệt trung_bình_nhân với 2","Câu nào sau đây đúng khi nói về dòng_điện xoay chiều ? 
 A. Có_thể sử_dụng dòng_điện xoay chiều để làm_việc cơ_học . 
 B. Điện_áp thuận_lợi để sử_dụng dòng_điện xoay chiều là 220V . 
 C. Điện_lượng chuyển qua tiết_diện của dây_dẫn trong một chu_kì của dòng_điện bằng 0 . 
 D. Tần_số của dòng_điện xoay chiều tại Việt_Nam là 50Hz .", 
"Cho từ từ hỗn_hợp 3 muối { Na } _ { 2 } { CO } _ { 3 } , K_ { 2 } { CO } _ { 3 } , { Ca CO } _ { 3 } vào dung_dịch H_Cl 1 M , sau phản_ứng thu đuợc 4,48 lít khí . Thể_tích dung_dịch H_Cl ( ml ) đã dùng là : 
 A. 200 . 
 B. 100 . 
 C. 300 . 
 D. 400 .", ,"Cho hỗn_hợp X gồm { Ca CO } _ { 3 } , { Mg CO } _ { 3 } có khối_lượng 36,8 g tác_dụng với dung_dịch H_Cl dư người_ta thu được 8,96 lít khí ( đktc ) . Tổng_khối_lượng các muối thu được sau phản_ứng là : 
 A. 27 g 
 B. 41,2 g 
 C. 31,7 g 
 D. 42,8 g"
"Có 3 lọ đựng ba dung_dịch riêng_biệt là Ba { ( NO_ { 3 } ) } _ { 2 } , Ca { ( HCO_ { 3 } ) } _ { 2 } , Mg SO_ { 4 } bị mất nhãn . Để đồng_thời nhận_biết được cả 3 dung_dịch trên có_thể dùng dung_dịch 
 A. Fe Cl_ { 3 } . 
 B. Na_OH. 
 C. H_ { 2 } SO_ { 4 } . 
 D. Ba { ( OH ) } _ { 2 } .", ,"Cho 0,1 mol Ba vào dung_dịch chứa 0,1 mol H_Cl và 0,1 mol Cu SO_ { 4 } . Khối_lượng kết_tủa thu được là 
 A. 29,7 gam . 
 B. 33,0 gam . 
 C. 28,2 gam . 
 D. 23,3 gam ."
"Bài 3 Cô_giáo_chủ_nhiệm lớp 6A muốn chia 240 cuốn vở , 72 bút , 168 tập giấy kiểm_tra thành một_số phần_thưởng như nhau để thưởng cho học_sinh có thành_tích cao nhân_dịp sơ_kết đợt thi_đua chào_mừng 20 - 11 . Hỏi có_thể chia được nhiều nhất là bao_nhiêu phần_thưởng ? Khi đó , mỗi phần_thưởng có bao_nhiêu cuốn vở , bút , tập giấy kiểm_tra ? Giúp mình với mình cần gấp","Bài 3 Cô_giáo_chủ_nhiệm lớp 6A muốn chia 240 cuốn vở , 72 bút , 168 tập giấy kiểm_tra thành một_số phần_thưởng như nhau để thưởng cho học_sinh có thành_tích cao nhân_dịp sơ_kết đợt thi_đua chào_mừng 20 - 11 . Hỏi có_thể chia được ít_nhất là bao_nhiêu phần_thưởng ? Khi đó , mỗi phần_thưởng có ít_nhất bao_nhiêu cuốn vở , bút , tập giấy kiểm_tra ? Giúp mình với mình cần gấp", 
"Tính khối_lượng tinh_thể CuSO4 . 5H2O thu dc khi làm kết_tinh_hoàn_toàn 600ml dung_dịch CuSO4 1,2 M Mn ơi giúp với","Khi làm kết_tinh_hoàn_toàn 800ml dung_dịch CuSO4 0,9 M , tính khối_lượng tinh_thể CuSO4 . 5H2O thu được Mn ơi giúp với ?", 
"Trong thí_nghiệm thực_hành đo bước_sóng ánh_sáng bằng phương_pháp giao_thoa khe Y - âng , một học_sinh đo được khoảng_cách giữa 5 vân sáng liên_tiếp là L = 2,000 ± 0,004 mm , khoảng_cách từ mặt_phẳng chứa hai khe đến màn là D = 1,00 ± 0,01 m , khoảng_cách giữa hai khe là a = 1,000 ± 0,005 mm . Giá_trị bước_sóng học_sinh đo được là 
 A. λ = 0,400 ± 0,007 μm 
 B. l = 0,40 ± 0,07 μm 
 C. λ = 0,50 ± 0,09 μm 
 D. λ = 0,500 ± 0,009 μm","Trong thí_nghiệm thực_hành đo bước_sóng ánh_sáng bằng phương_pháp giao_thoa khe Y - âng , một học_sinh đo được khoảng_cách giữa 3 vân sáng liên_tiếp là L = 1,500 ± 0,003 mm , khoảng_cách từ mặt_phẳng chứa hai khe đến màn là D = 0,50 ± 0,005 m , khoảng_cách giữa hai khe là a = 0,500 ± 0,002 mm . Giá_trị bước_sóng học_sinh đo được là 
 A. l = 0,300 ± 0,005 μm 
 B. λ = 0,330 ± 0,006 μm 
 C. λ = 0,400 ± 0,009 μm 
 D. λ = 0,333 ± 0,003 μm", 
Zn + HCl - -> giúp em với, ,"Cho dãy các phản_ứng : Zn + HCl , Fe + H2SO4 , H2 + Cl2 , Cu + AgNO3 . 
 Trong dãy phản_ứng trên , phản_ứng nào tạo ra sản_phẩm kết_tủa ? 
 A. Zn + HCl . 
 B. Fe + H2SO4 . 
 C. H2 + Cl2 . 
 D. Cu + AgNO3 ."
Tổng_kết chương hàm_số bậc nhất . Đề : Cho hàm_số y = ( k - 3 ) x + m có đồ_thị là đường_thẳng ( d ) . Tìm các giá_trị của k và m để đường_thẳng ( d ) : a ) Đi qua 2 điểm A ( 1 ; 2 ) và B ( - 3 ; 2 ) b ) Cắt trục_tung tại điểm có tung_độ bằng 1 - √ 2 và cắt trục_hoành tại điểm có hoành_độ bằng 1 + √ 2 c ) Cắt đường_thẳng y = 2x - 5 / 2 d ) Song_song với đường_thẳng y = 2x + 1 e ) Trùng với đường_thẳng y = - 3x + 5,"1 . Tìm giá_trị của k và m để đường_thẳng ( d ) đi qua điểm A ( 2 ; 1 ) và B ( - 3 ; 4 ) 
 2 . Tìm giá_trị của k và m để đường_thẳng ( d ) cắt trục_tung tại điểm có tung_độ bằng 2 - √ 3 và cắt trục_hoành tại điểm có hoành_độ bằng 1 + √ 3 
 3 . Tìm giá_trị của k và m để đường_thẳng ( d ) cắt đường_thẳng y = 3x - 2 / 3 
 4 . Tìm giá_trị của k và m để đường_thẳng ( d ) song_song với đường_thẳng y = 2x + 2 
 5 . Tìm giá_trị của k và m để đường_thẳng ( d ) trùng với đường_thẳng y = - 2x + 5", 
"Một con_lắc lò_xo dao_động điều hòa theo phương ngang với biên_độ 3 cm . Trong quá_trình dao_động chiều dài lớn nhất của lò_xo là 25 cm . Khi vật nhỏ của con_lắc đi qua vị_trí cân_bằng thì chiều dài của lò_xo là : 
 A. 19 cm 
 B. 18 cm 
 C. 31 cm 
 D. 22 cm","Một con_lắc lò_xo dao_động điều hòa theo phương ngang với biên_độ 3 { \ cm } . Trong quá_trình dao_động , chiều dài lớn nhất của lò_xo là 25 { \ cm } . Khi vật nhỏ của con_lắc đi qua vị_trí cân_bằng thì chiều dài của lò_xo là 
 A. 22 ~ cm . 
 B. 31 ~ cm . 
 C. 19 ~ cm . 
 D. 28 ~ cm .", 
"Phát_biểu nào sau đây đúng khi nói về vai_trò của chu_trình sinh , địa , hóa đối_với hệ sinh_thái ? 
 A. Dòng năng_lượng qua hệ sinh_thái theo một_chiều và cuối_cùng bị tiêu biến ở dạng nhiệt . 
 B. Giúp loại_bỏ chất_độc ra khỏi hệ sinh_thái . 
 C._Chất dinh_dưỡng và các phân_tử duy_trì sự sống có nguồn cung_cấp hạn_chế nên cần được tái_tạo lại liên_tục . 
 D. Đảm_bảo giữ ấm cho các sinh vât .", ,"Bằng_chứng cho thấy bào quan ti_thể trong tế_bào sinh_vật nhân chuẩn có_lẽ có nguồn_gốc từ sinh_vật nhân sơ là 
 A. Khi nuôi_cấy , ti_thể trực phân hình_thành khuẩn_lạc 
 B. Có_thể nuôi_cấy ti_thể và tách chiết ADN dễ_dàng như đối_với vi_khuẩn 
 C. Cấu_trúc hệ gen của ti_thể và hình_thức nhân đôi của ti_thể giống như vi_khuẩn 
 D. Ti_thể rất mẫn_cảm với thuốc kháng_sinh"
"Một bình_điện_phân dung_dịch CuSO4 có anốt làm bằng đồng , điện_trở của bình_điện_phân R = 8 ( Ω ) , được mắc vào hai cực của bộ nguồn E = 9 ( V ) , điện_trở trong r = 1 ( Ω ) . Khối_lượng Cu bám vào catốt trong thời_gian 5 h có giá_trị là : 
 A. 5 ( g ) . B. 10,5 ( g ) . 
 
 C. 5,97 ( g ) . D. 11,94 ( g ) .","Một bình_điện_phân chứa dung_dịch CuSO4 có anot làm bằng đồng được mắc vào hai cực của một nguồn điện có suất điện_động E = 9V , điện_trở trong $ \ mathrm { r } = 1 \ Omega $ . Biết_binh điện_phân có điện_trở là $ \ mathrm { R } _ { \ mathrm { p } } = 8 \ Omega , \ mathrm { F } = 96500 \ mathrm { C } / \ mathrm { mol } , \ mathrm { A } _ { \ mathrm { Cu } } = 64 , \ mathrm { n } _ { \ mathrm { Cu } } = 2 $ . Xác_định khối_lượng Cu bạm vào catốt sau khoảng thời_gian là 5 giờ . 
","Một bộ nguồn điện gồm 10 pin , mỗi pin có suất điện_động 1,5 V , điện_trở trong 0,2 ôm ghép_nối_tiếp với nhau . Một bình_điện_phân dung_dịch CuSO4 có điện_trở R = 29 ôm được mắc vào hai cực của bộ nguồn điện trên . Tính lượng đồng bám vào catot của bình_điện_phân trong thời_gian 16 phút 5 giây . 
 
"
"Trong thí_nghiệm Y – âng về giao_thoa ánh_sáng , khoảng_cách giữa hai khe là 1 mm , khoảng_cách từ mặt_phẳng chứa hai khe đến màn quan_sát là 2 m . Nguồn sáng đơn_sắc có bước_sóng 0,45 μm . Khoảng vân giao_thoa trên màn bằng 
 A. 0,2 mm . 
 B. 0,9 mm . 
 C. 0,5 mm . 
 D. 0,6 mm .","Trong thí_nghiệm Y - thẳng về giao_thoa ánh_sáng , khoảng_cách giữa hai khe là 0.5 mm , khoảng_cách từ mặt_phẳng chứa hai khe đến màn quan_sát là 3 m . Nguồn sáng đơn_sắc có bước_sóng 0.6 μm . Khoảng vân giao_thoa trên màn bằng 
 A. 0.3 mm . 
 B. 0.6 mm . 
 C. 1 mm . 
 D. 1.2 mm .", 
"Khi đốt cháy hoàn_toàn 4,4 g chất hữu_cơ X đơn chức thu được sản_phẩm chỉ chứa 4,48 lít khí CO2 và 3,6 g nước . Nếu cho 4,4 g X tác_dụng với dung_dịch NaOH vùa đủ và đến khi phản_ứng hoàn_toàn thu được 4,8 g muối của axit hữu_cơ Y và chất hữu_cơ Z. Tên của X là 
 A. Etyl_axetat 
 B. Etyl_propionat 
 C. isopropyl axetat 
 D. Axetyl_propionat","Khi đốt cháy hoàn_toàn 3,5 g chất hữu_cơ X đơn chức thu được sản_phẩm chỉ chứa 3,52 lít khí CO2 và 2,8 g nước . Nếu cho 3,5 g X tác_dụng với dung_dịch NaOH vùa đủ và đến khi phản_ứng hoàn_toàn thu được 3,8 g muối của axit hữu_cơ Y và chất hữu_cơ Z. Tên của X là ? 
 A. Etyl_axetat 
 B. Etyl_propionat 
 C. isopropyl axetat 
 D. Axetyl_propionat", 
"Hệ phương_trình : 2x + 3y = 03x + 4y = - 1 
 A. Có nghiệm duy_nhất ( - 3 ; 2 ) 
 B. Có vô_số nghiệm 
 C. Hệ_vô_nghiệm 
 D. Có nghiêm duy_nhất ( - 2 ; 4 )","Hệ phương_trình : 4x + 6y = 06x + 8y = - 2 
 A. Có nghiệm duy_nhất ( - 1 ; 1 ) 
 B. Có vô_số nghiệm 
 C. Hệ_vô_nghiệm 
 D. Có nghiệu duy_nhất ( - 1.5 ; 2 )", 
"Cho các biểu_thức : A = 4a ^ 2 - 5a + 3b ^ 2 , B = 3a ^ 2 + 2ab + b ^ 2 , C = - a ^ 2 + 3ab + 2b ^ 2 . Tính : P = A - B - C , Q = B - C - A , T = C - A - B", ,"Cho các biểu_thức : A = ln ( a ) + 5a + 3b ^ 2 , B = 3a ^ 2 + 2ab + ln ( b ) , C = - a ^ 2 + 3ab + 2b ^ 2 . Tính : P = A - B - C , Q = B - C - A , T = C - A - B"
Câu 1 : việc ứng_dụng năng_lượng mặt_trời và năng_lượng gió hiện_nay có ưu_điểm là nhược_điểm gì ? Câu2 : Năng_lượng phi thương_mại là gì ? năng_lượng tái_tạo là gì ? lấy ví_dụ Các nguồn năng_lượng tiềm_năng khai_thác của Việt_Nam như thế_nào ? Vật_lý chuyên_đề kết_nối tri_thức,"1 . Nhược_điểm và ưu_điểm của việc ứng_dụng năng_lượng mặt_trời và năng_lượng gió hiện_nay là gì ? 
 2 . Năng_lượng phi thương_mại và năng_lượng tái_tạo là gì ? Hãy lấy ví_dụ về các nguồn năng_lượng tiềm_năng khai_thác của Việt_Nam và giải_thích cách khai_thác chúng .", 
"Một con_lắc lò_xo , gồm vật nặng có khối_lượng m = 100 g đang dao_động điều hòa với phương_trình li độ . Tại thời_điểm t_ { 1 } vật có li độ 2 cm , thời_điểm t_ { 2 } = t_ { 1 } + 0,25 T_vật có tốc_độ 10 π cm / s , đến thời_điểm thì tốc_độ của vật là cm / s . Năng_lượng dao_động của vật là 
 A. 0,24 J 
 B. 0,06 J 
 C. 0,01 J 
 D. 0,02 J", ,"Một con_lắc lò_xo dao_động với biên_độ A = 4 { \ cm } , chu_kì T = 0,5 { \ s } . Vật nặng của con_lắc có khối_lượng m = 0,4 { \ kg } . Lấy \ pi ^ { 2 } = 10 . Câu hỏi 1 : Xác_định độ cứng của lò_xo . Câu hỏi 2 : Tính cơ_năng của con_lắc ."
Cho biết 12 công_nhân hoàn_thành một công_việc trong 16 ngày . Hỏi cần phải tăng thêm bao_nhiêu công_nhân nữa để có_thể hoàn_thành_công_việc đó trong 12 ngày ( năng_suất của các công_nhân như nhau ), ,Cho biết 12 công_nhân hoàn_thành một công_việc trong 16 ngày . Hỏi cần phải giảm bao_nhiêu ngày để có_thể hoàn_thành_công_việc đó với 16 công_nhân ( năng_suất của các công_nhân như nhau )
"Đặc_điểm nào dưới đây có ở chim cổ ? 
 A. Hàm có răng . 
 B. Đuôi có nhiều vảy . 
 C. Còn di_tích của nắp mang . 
 D._Thân_phủ vảy sừng", ,"Nhận_biết giữa cầu nguyệt và hình chữ U sẽ giúp người_ta hiểu được những đặc_điểm nào của chim cổ ? 
 A. Cột_sống dẹp . 
 B. Thân_phủ chịu lực hoàn_toàn . 
 C. Số_lượng phần xương ít hơn . 
 D._Đuôi có cấu_tạo phức_tạp ."
"Cho một vật rơi tự_do từ độ cao 800 m biết g = 10m / s ^ { 2 } ~ . Tính thời_gian vật rơi được 100 m cuối_cùng 
 A. 0,717 s 
 B. 0,818 s 
 C. 0,177 s 
 D. 0,188 s", ,"Một vật được thả rơi tự_do từ độ cao 50 m . Lấy g = 10m / s ^ { 2 } . Sau khi rơi được 0,75 s thì vật còn cách đất bao_xa ? 
 A. 12,5 m 
 B. 4 m 
 C. 37,5 m 
 D. 47,1875 m"
"Cho 36,24 gam hỗn_hợp X gồm Fe , { Fe } _ { 3 } O_ { 4 } , { Fe } \ left ( { NO } _ { 3 } \ right ) _ { 2 } vào dung_dịch chứa 1,2 mol H_Cl và 0,04 mol { HNO } _ { 3 } khuấy đều cho phản_ứng xảy ra hoàn_toàn thu được dung_dịch Y ( không chứa { { NH } _ { 4 } } ^ { + } ) và 0,16 mol hỗn_hợp khí Z gồm { NO } _ { 2 } và NO. Cho dung_dịch { Ag NO } _ { 3 } đến dư vào dung_dịch Y_thấy thoát ra 0,02 mol NO ( sản_phẩm khử duy_nhất của N ^ { + 5 } ) , đồng_thời thu được 174,36 gam kết_tủa . Phần_trăm số mol của Fe có trong hỗn_hợp ban_đầu là 
 A. 6,18 % 
 B. 20,00 % 
 C. 13,04 % 
 D. 18,22 %", ,"Nung m gam hỗn_hợp X gồm Fe CO_ { 3 } , Fe \ left ( { NO_ { 3 } } \ right ) _ { 2 } trong bình chân_không đến khi phản_ứng xảy ra hoàn_toàn thì thu được chất_rắn là Fe _ { 2 } O_ { 3 } và 10,08 lít ( ở đktc ) hỗn_hợp chỉ gồm hai khí . Nếu cho \ frac { 1 } { 2 } hỗn_hợp X trên tác_dụng với dung_dịch H_ { 2 } SO_ { 4 } loãng dư thì thu được tối_đa bao_nhiêu lít khí ( ở đktc , sản_phẩm khử duy_nhất là NO ) ? 
 A. 1,68 lít . 
 B. 2,24 lít . 
 C. 5,60 lít . 
 D. 2,80 lít ."
"Hiện_tượng đoản_mạch của nguồn điện xảy ra khi : 
 A. Sử_dụng các dây_dẫn ngắn để mắc mạch điện 
 B. nối hai cực của một nguồn điện bằng dây_dẫn có điện_trở rất nhỏ 
 C. không mắc câu chì cho một_mạch điện kín . 
 D. dùng pin hay acquy đê mắc một_mạch điện kín", ,"Hiện_tượng trung_hòa của dung_dịch axit xảy ra khi : 
 A. Sử_dụng lượng cơ_sở vừa đủ để trung hòa acid . 
 B. Trộn các acid với nhau . 
 C._Nung nóng dung_dịch acid . 
 D. Trộn acid với nước ."
"Một thanh AB dài 1 m khối_lượng 5 kg được đặt nằm ngang lên hai giá đỡ tại A và B. Người_ta móc vào điểm C của thanh ( AC = 60 cm ) một trọng vật có khối_lượng 10 kg . Lấy g = 10 m / s2 , lực nén lên hai giá đỡ là 
 A. F1 = 40 N , F2 = 60 N 
 B. F1 = 65 N , F2 = 85 N 
 C. F1 = 60 N , F2 = 80 N 
 D. F1 = 85 N , F2 = 65 N","Một thanh CD dài 2 m khối_lượng 8 kg được đặt nằm ngang lên hai giá đỡ tại C và D. Người_ta móc vào điểm E của thanh ( CE = 80 cm ) một trọng vật có khối_lượng 12 kg . Lấy g = 9,8 m / s2 , lực nén lên hai giá đỡ là 
 A. F1 = 35,2 N , F2 = 52,2 N 
 B. F1 = 61,6 N , F2 = 79,6 N 
 C. F1 = 52,2 N , F2 = 70,4 N 
 D. F1 = 79,6 N , F2 = 61,6 N", 
Phân_tích các số ra thừa_số nguyễn tố : 988 ; 1972 ; 2016 ; 1105 ; 42525,Phân_tích các số ra thừa_số nguyễn tố : 19 ; 47 ; 3 ^ 2 * 7 ^ 2 ; 5 * 221 ; 3 * 14175, 
"Chất nào sau đây không có phản_ứng thủy_phân ? 
 A._Glucozơ 
 B. Chất_béo 
 C._Saccarozơ 
 D._Xenlulozơ","Loại chất nào sau đây không tham_gia phản_ứng thủy_phân ? 
 A._Glucozơ 
 B. Chất_béo 
 C._Saccarozơ 
 D._Xenlulozơ", 
Cho 8g cho vào 125g dd h2so4 20 phần_trăm . a ) tính khối_lượng h2so4 tham_gia vào phản_ứng b ) tinh C phần_trăm dd các chất sau phản_ứng, ,"A ) cho 20g cho vào Trạng_thái dd HCl là . 
 b ) cho 5g cho vào dd NaOH có pH là 
 c ) cho 10g vào 500ml dd H2SO4 có nồng_độ 0,1 M . Tính_C phần_trăm dd thủy_phân ."
"Phương_trình z ^ { 2 } - 4z + 9 = 0 có hai nghiệm z_ { 1 } ; ~ z_ { 2 } . Giá_trị của biểu_thức T = \ left | z_ { 1 } \ right | + \ left | z_ { 2 } \ right | bằng 
 A. 2 \ sqrt { 3 } 
 B. 4 
 C. 8 
 D. 6","Phương_trình z ^ { 2 } - 3z + 4 = 0 có 2 nghiệm phức z_ { 1 } , ~ z_ { 2 } . Giá_trị của \ left | { z_ { 1 } z_ { 2 } ^ { 2 } } \ right | bằng : 
 A. 27 
 B. 64 
 C. 16 
 D. 8", 
( 4x + 2 ) ( 3x - 1 ) - ( 2x - 3 ) ( 9x - 1 ) = 0, ,"( 3x + 2 ) ( 4x - 1 ) - ( 2x - 3 ) ( 9x - 1 ) = ? 
 A. 0 
 B. - 1 
 C. 1 
 D. 2"
"Ba tám vải có tổng_số_đo chiều dài là 210 { \ m } . Nếu cắt \ frac { 1 } { 7 } tám thứ nhất , \ frac { 2 } { 11 } tám thứ hai và \ frac { 1 } { 3 } tám thứ ba thì phần còn lại của ba tám dài bằng nhau . Tính chiều dài mỗi tám vải .", ,Tính độ dài các cạnh của một tam_giác biết chu_vi của tam_giác là 72 { \ cm } tam_giác tỉ_lệ với các số 3 ; 4 ; 5 .
: Thực_hiện phép_tính ( tính nhanh nếu có_thể ) : Giúp mình nhanh nhá a ) 435 – 52 + 165 + 452 b ) 112.143 - 43.12 c ) 100 + [ 60 – ( 9 - 2 ) 2 ] . 32 c ) 30 : { 175 : [ 355 - ( 135 + 37.5 ) ] }, ,"1 . Thực_hiện phép_tính ( tính nhanh nếu có_thể ) : Giúp mình nhanh nhá a ) ( 2cos ( 3 ) - sin ( 2 ) ) + 7 - 3cos ( 4 ) b ) ln ( 0.5 ) + 5ln ( 2 ) c ) 100 + [ 60 – ( 9 - 2 ) 2 ] . 32 c ) ln ( 10 ) : { e ^ 3 : [ ln ( 5 ) - ( 2 + 0.5 ) ] } 
 2 . Thực_hiện phép_tính ( tính nhanh nếu có_thể ) : Giúp mình nhanh nhá a ) 2145 – 462 - 654 + 552 b ) 1823.33 - 56.9 c ) 100 + [ 60 – ( 9 - 2 ) 2 ] . 32 c ) 45 : { 175 : [ 355 - ( 135 + 37.5 ) ] }"
"Cọ_xát hai thanh nhựa cùng loại như nhau bằng mảnh vải khô , đặt một thanh trên trục_quay , đưa thanh kia lại gần thanh thứ nhất thì xảy ra hiện_tượng nào sau đây 
 A. Hai thanh nhựa này đẩy nhau 
 B. Hai thanh nhựa này hút nhau 
 C. Hai thanh nhựa này không hút và không đẩy nhau 
 D. Hai thanh nhựa này lúc đầu đẩy nhau , sau đó hút nhau .","Hiện_tượng gì xảy ra khi cọ_xát hai thanh nhựa cùng loại như nhau bằng mảnh vải khô , đặt một thanh trên trục_quay , đưa thanh kia lại gần thanh thứ nhất ? 
 A. Hai thanh nhựa này không hút và không đẩy nhau . 
 B. Hai thanh nhựa này đẩy nhau . 
 C. Hai thanh nhựa này hút nhau . 
 D. Hai thanh nhựa này lúc đầu đẩy nhau , sau đó hút nhau .", 
